url,kinds,ref_ids,stored_title,status,final_host,redirect_hosts,cross_host_redirect,content_type,page_title,title_match_ratio,title_mismatch,is_pdf,is_challenge,is_login,is_parked,error,elapsed_ms
https://www.defensenews.com/global/europe/2026/09/02/german-government-blames-russia-for-leipzig-airport-drone-attack-with-explosives/,item,56,German government blames Russia for Leipzig airport drone attack with explosives,200,www.defensenews.com,www.defensenews.com,False,text/html; charset=utf-8,German government blames Russia for Leipzig airport drone attack with explosives,1.0,False,False,False,False,False,,305
https://www.edrmagazine.eu/the-bundeswehr-navy-completed-a-successful-firing-trial-with-iais-lora-ballistic-weapon-system,item,84,The Bundeswehr Navy completed a successful firing trial with IAI’s LORA ballistic weapon system,200,www.edrmagazine.eu,www.edrmagazine.eu,False,text/html; charset=UTF-8,The Bundeswehr Navy completed a successful firing trial with IAI&#039;s LORA ballistic weapon system - EDR Magazine,0.92,False,False,False,False,False,,1266
https://www.defensenews.com/news/your-military/2026/09/01/us-launches-new-barrage-of-strikes-on-iran-around-strait-of-hormuz/,item,76,US launches new barrage of strikes on Iran around Strait of Hormuz,200,www.defensenews.com,www.defensenews.com,False,text/html; charset=utf-8,US launches new barrage of strikes on Iran around Strait of Hormuz,1.0,False,False,False,False,False,,866
https://www.rfpmart.com/777865-us-fed-counter-small-unmanned-aircraft-systems-c-suas-eoir-camera-request-for-information-rfi.html,"item,report_appendix,tender",1863;17;daily_2026-09-06.md#5;daily_2026-09-05.md#22;weekly_2026-09-05.md#134,Counter-small Unmanned Aircraft Systems (C-sUAS) EO/IR Camera ...,200,www.rfpmart.com,www.rfpmart.com,False,text/html; charset=UTF-8,"Counter-small Unmanned Aircraft Systems (C-sUAS) EO/IR Camera Request for Information (RFI) - Deadline August 14,2024, US Federal RFP USA , US Federal RFP Massachusetts",0.54,False,False,False,False,False,,741
https://sam.gov/workspace/contract/opp/6cc52b2b8df21528865698e64890b98f/view,"item,tender",1860;14,request for information (rfi) tcp engineering services (fms ...,200,sam.gov,sam.gov,False,text/html; charset=utf-8,Sam Acquisition 360,0.24,True,False,False,False,False,,398
https://dronexl.co/2026/09/01/fcc-covered-list-panel-uav-expo-repair-times/,item,207,FCC Covered List Doesn't Ground Your Drone. Repair Waits Do.,200,dronexl.co,dronexl.co,False,text/html; charset=utf-8,FCC Covered List Doesn't Ground Your Drone. Repair Waits Do.,1.0,False,False,False,False,False,,289
https://www.dvidshub.net/news/573996/evans-personnel-participate-colorado-springs-full-scale-exercise,item,1108,Evans personnel participate in Colorado Springs full-scale exercise,200,www.dvidshub.net,www.dvidshub.net,False,text/html; charset=UTF-8,DVIDS - News - Evans personnel participate in Colorado Springs full-scale exercise,0.92,False,False,False,False,False,,314
https://www.leonardo.com/en/press-release-detail/-/detail/28-07-2026-leonardo-digital-horizon-kicks-off-with-microsoft-italy-to-drive-the-group-s-digital-evolution,item,217,Financial highlights,200,www.leonardo.com,www.leonardo.com,False,text/html;charset=UTF-8,Leonardo: “Digital Horizon” Kicks Off with Microsoft Italy to Drive the Group’s Digital Evolution,0.19,True,False,False,False,False,,646
https://www.usarfp.com/tender/sniper-advanced-targeting-pod-atp-32f9ae.php,"item,tender",1861;15,"Sniper advanced targeting pod (atp) Tender, ID 3340718 - usarfp",200,www.usarfp.com,www.usarfp.com,False,text/html; charset=UTF-8,"Sniper advanced targeting pod (atp) Tender, ID 3340718",0.94,False,False,False,False,False,,734
https://www.defenseone.com/policy/2026/09/stopgap-funding-bill-temporarily-extends-key-cyber-info-sharing-law/415768/,item,46,Stopgap funding bill temporarily extends key cyber info-sharing law,200,www.defenseone.com,www.defenseone.com,False,text/html; charset=utf-8,Stopgap funding bill temporarily extends key cyber info-sharing law - Defense One,0.92,False,False,False,False,False,,2058
https://www.defensenews.com/industry/2026/09/03/defense-firms-soar-on-ample-military-spending-testing-manufacturing-schemes/,"item,report_appendix",24;weekly_2026-09-05.md#62,"Defense firms soar on ample military spending, testing manufacturing schemes",200,www.defensenews.com,www.defensenews.com,False,text/html; charset=utf-8,"Defense firms soar on ample military spending, testing manufacturing schemes",1.0,False,False,False,False,False,,722
https://www.leonardo.com/en/press-release-detail/-/detail/03-08-2026-leonardo-filing-notice,item,214,Financial highlights,200,www.leonardo.com,www.leonardo.com,False,text/html;charset=UTF-8,Leonardo: filing notice,0.29,True,False,False,False,False,,571
https://www.dvidshub.net/news/574000/fort-mccoy-holds-2026-installation-planning-board-shape-installation-priorities,item,1097,Fort McCoy holds 2026 Installation Planning Board to shape installation priorities,200,www.dvidshub.net,www.dvidshub.net,False,text/html; charset=UTF-8,DVIDS - News - Fort McCoy holds 2026 Installation Planning Board to shape installation priorities,0.94,False,False,False,False,False,,790
https://www.defensenews.com/industry/techwatch/2026/09/03/us-army-launches-laser-production-with-465m-contract-award/,"item,report_appendix",10;weekly_2026-09-05.md#2,US Army launches laser production with $465M contract award,200,www.defensenews.com,www.defensenews.com,False,text/html; charset=utf-8,US Army launches laser production with $465M contract award,1.0,False,False,False,False,False,,183
https://www.navalnews.com/naval-news/2026/09/u-s-navy-demonstrates-usv-refueling-at-sea-using-robotic-towed-connector/,"item,report_appendix",16;weekly_2026-09-05.md#54,U.S. Navy Demonstrates USV Refueling At Sea Using Robotic Towed Connector,200,www.navalnews.com,www.navalnews.com,False,text/html; charset=UTF-8,U.S. Navy Demonstrates USV Refueling At Sea Using Robotic Towed Connector - Naval News,0.93,False,False,False,False,False,,525
https://www.defenseone.com/defense-systems/2026/09/some-navy-subs-are-waiting-years-shipyard-work-and-s-costing-billions-dollars/415761/,"item,report_appendix",38;weekly_2026-09-05.md#75,"Some Navy subs are waiting years for shipyard work, and that’s costing billions of dollars",200,www.defenseone.com,www.defenseone.com,False,text/html; charset=utf-8,"Some Navy subs are waiting years for shipyard work, and that’s costing billions of dollars - Defense One",0.94,False,False,False,False,False,,1360
https://en.globes.co.il/en/article-matrix-it-buys-laor-energy-to-expand-defense-offering-1001548940,item,174,Information technology services company Matrix IT (TASE: MTRX) is buying control of Laor Energy as it looks to the defen,200,en.globes.co.il,en.globes.co.il,False,text/html; charset=windows-1255,Matrix IT buys Laor Energy to expand defense offering - Globes,0.41,False,False,False,False,False,,536
https://www.leonardo.com/en/press-release-detail/-/detail/27-07-2026-leonardo-has-confirmed-its-position-as-a-leader-in-anti-corruption,item,218,Financial highlights,200,www.leonardo.com,www.leonardo.com,False,text/html;charset=UTF-8,LEONARDO HAS CONFIRMED ITS POSITION AS A LEADER IN ANTI-CORRUPTION: TRANSITION TO THE NEW ISO 37001:2025 STANDARD COMPLETED,0.14,True,False,False,False,False,,617
https://www.twz.com/land/how-russian-drones-forced-ukraine-to-park-its-m1-abrams-tanks,"item,report_appendix",1011;weekly_2026-09-05.md#132,How Russian Drones Forced Ukraine To Park Its M1 Abrams Tanks,200,www.twz.com,www.twz.com,False,text/html; charset=UTF-8,How Russian Drones Forced Ukraine To Park Its M1 Abrams Tanks,1.0,False,False,False,False,False,,304
https://en.globes.co.il/en/article-rafael-to-produce-iron-dome-interceptors-in-india-report-1001548988,"item,report_appendix",172;daily_2026-09-05.md#23;weekly_2026-09-05.md#118,Israeli company Rafael Advanced Defense Systems plans setting up a production line for Iron Dome Tamir interceptor missi,200,en.globes.co.il,en.globes.co.il,False,text/html; charset=windows-1255,Rafael to produce Iron Dome interceptors in India - report - Globes,0.45,False,False,False,False,False,,375
https://www.dvidshub.net/news/574016/lost-1941-wwii-soldier-will-laid-rest-omaha-national-cemetery,item,1451,"Lost in 1941, WWII Soldier Will Be Laid to Rest at Omaha National Cemetery",200,www.dvidshub.net,www.dvidshub.net,False,text/html; charset=UTF-8,"DVIDS - News - Lost in 1941, WWII Soldier Will Be Laid to Rest at Omaha National Cemetery",0.93,False,False,False,False,False,,280
https://breakingdefense.com/2026/09/ge-wins-deals-for-f-a-18-engine-parts-hypersonic-test/,item,48,"GE wins deals for F/A-18 engine parts, hypersonic test",200,breakingdefense.com,breakingdefense.com,False,text/html; charset=UTF-8,"GE wins deals for F/A-18 engine parts, hypersonic test - Breaking Defense",0.86,False,False,False,False,False,,253
https://en.globes.co.il/en/article-vw-ceo-confirms-talks-over-iron-dome-production-1001553636,"item,report_appendix",97;weekly_2026-09-05.md#98,Volkswagen CEO Oliver Blume held meetings this week at the company’s plants around the country to present streamlining p,200,en.globes.co.il,en.globes.co.il,False,text/html; charset=windows-1255,VW CEO confirms Iron Dome production talks - Globes,0.27,True,False,False,False,False,,335
https://www.dvidshub.net/news/573968/iii-armored-corps-examines-modern-warfare-during-russian-way-war-series,item,118,III Armored Corps examines modern warfare during Russian Way of War series,200,www.dvidshub.net,www.dvidshub.net,False,text/html; charset=UTF-8,DVIDS - News - III Armored Corps examines modern warfare during Russian Way of War series,0.93,False,False,False,False,False,,309
https://en.globes.co.il/en/article-bank-of-israel-warns-on-defense-procurement-plan-1001551822,item,121,"On Friday, ""Globes"" revealed that Prime Minister Benjamin Netanyahu had instructed professional staff at the Ministry of",200,en.globes.co.il,en.globes.co.il,False,text/html; charset=windows-1255,Bank of Israel warns on defense procurement plan - Globes,0.15,True,False,False,False,False,,469
https://www.edrmagazine.eu/%e2%96%ba-kongsberg-completes-sonatech-acquisition,item,63,► KONGSBERG completes Sonatech acquisition,200,www.edrmagazine.eu,www.edrmagazine.eu,False,text/html; charset=UTF-8,► KONGSBERG completes Sonatech acquisition - EDR Magazine,0.86,False,False,False,False,False,,1326
https://www.twz.com/news-features/iranian-oil-tankers-in-the-cross-hairs-of-new-u-s-campaign,"item,report_appendix",27;weekly_2026-09-05.md#65,Iranian Oil Tankers In The Cross Hairs Of New U.S. Campaign,200,www.twz.com,www.twz.com,False,text/html; charset=UTF-8,Iranian Oil Tankers In The Cross Hairs Of New U.S. Campaign,1.0,False,False,False,False,False,,330
https://www.dvidshub.net/news/573982/ten-sailors-graduate-nh-jacksonville-emergency-medical-technician-program,item,721,Ten Sailors graduate from NH Jacksonville Emergency Medical Technician Program,200,www.dvidshub.net,www.dvidshub.net,False,text/html; charset=UTF-8,DVIDS - News - Ten Sailors graduate from NH Jacksonville Emergency Medical Technician Program,0.93,False,False,False,False,False,,322
https://www.dvidshub.net/news/574014/navy-expeditionary-medicine-training-center-changes-command-accelerating-ready-medical-force,item,1456,"Navy Expeditionary Medicine training center changes command, accelerating ready medical force",200,www.dvidshub.net,www.dvidshub.net,False,text/html; charset=UTF-8,"DVIDS - News - Navy Expeditionary Medicine training center changes command, accelerating ready medical force",0.94,False,False,False,False,False,,481
https://dronexl.co/2026/09/01/alteon-dynamic-soaring-25m-pre-seed/,item,210,Alteon Raises $2.5M To Fly A Drone For A Year On Ocean Wind,200,dronexl.co,dronexl.co,False,text/html; charset=utf-8,Alteon Raises $2.5M To Fly A Drone For A Year On Ocean Wind,1.0,False,False,False,False,False,,275
https://www.dvidshub.net/news/573962/rear-adm-golightly-us-coast-guard-assumes-command-joint-interagency-task-force-west,item,133,"Rear Adm. Golightly, U.S. Coast Guard Assumes Command of Joint Interagency Task Force West",200,www.dvidshub.net,www.dvidshub.net,False,text/html; charset=UTF-8,"DVIDS - News - Rear Adm. Golightly, U.S. Coast Guard Assumes Command of Joint Interagency Task Force West",0.94,False,False,False,False,False,,324
https://dronexl.co/2026/09/02/dji-booth-903-fcc-ban-list-commercial-uav-expo/,item,176,DJI Fills Its Vegas Booth With Drones The FCC Proposed Banning,200,dronexl.co,dronexl.co,False,text/html; charset=utf-8,DJI Fills Its Vegas Booth With Drones The FCC Proposed Banning,1.0,False,False,False,False,False,,192
https://www.dvidshub.net/news/573952/cox-assumes-command-training-and-education-center,item,167,Cox assumes command of Training and Education Center,200,www.dvidshub.net,www.dvidshub.net,False,text/html; charset=UTF-8,DVIDS - News - Cox assumes command of Training and Education Center,0.9,False,False,False,False,False,,281
https://www.dvidshub.net/news/574026/passing-torch-saber-junction-26,item,4085,Passing of a Torch at Saber Junction 26,200,www.dvidshub.net,www.dvidshub.net,False,text/html; charset=UTF-8,DVIDS - News - Passing of a Torch at Saber Junction 26,0.88,False,False,False,False,False,,311
https://www.dvidshub.net/news/574007/dcma-celebrates-teams-with-more-than-250-years-functional-excellence,item,1480,DCMA celebrates teams with more than 250 years of functional excellence,200,www.dvidshub.net,www.dvidshub.net,False,text/html; charset=UTF-8,DVIDS - News - DCMA celebrates teams with more than 250 years of functional excellence,0.93,False,False,False,False,False,,253
https://www.dvidshub.net/news/574006/lost-1942-wwii-soldier-will-laid-rest-california,item,1088,"Lost in 1942, WWII Soldier Will Be Laid to Rest in California",200,www.dvidshub.net,www.dvidshub.net,False,text/html; charset=UTF-8,"DVIDS - News - Lost in 1942, WWII Soldier Will Be Laid to Rest in California",0.92,False,False,False,False,False,,230
https://www.israeldefense.co.il/node/70573,item,4375,פרשנות | רכס עלי א־טאהר: שלילת הווטו התת־קרקעי תחת הפסקת אש מוצהרת,200,www.israeldefense.co.il,www.israeldefense.co.il,False,text/html; charset=UTF-8,פרשנות | רכס עלי א־טאהר: שלילת הווטו התת־קרקעי תחת הפסקת אש מוצהרת | Israel Defense,0.89,False,False,False,False,False,,181
https://arxiv.org/abs/2609.01742v1,"item,report_appendix",116;weekly_2026-09-05.md#103,Evidential Deep Learning for Multi-Modal Anti-UAV Detection,200,arxiv.org,arxiv.org,False,text/html; charset=utf-8,[2609.01742v1] Evidential Deep Learning for Multi-Modal Anti-UAV Detection,0.9,False,False,False,False,False,,262
https://dronexl.co/2026/09/02/gopro-mission-1-pro-ils-now-available-fpv-starman/,item,181,GoPro Calls The $700 ILS 'Available' A Day After Selling 90% Of Itself,200,dronexl.co,dronexl.co,False,text/html; charset=utf-8,GoPro Calls The $700 ILS 'Available' A Day After Selling 90% Of Itself,1.0,False,False,False,False,False,,372
https://www.edrmagazine.eu/edr-magazine-89-september-october-2026,item,925,EDR Magazine #89 September/October 2026,200,www.edrmagazine.eu,www.edrmagazine.eu,False,text/html; charset=UTF-8,EDR Magazine #89 September/October 2026 - EDR Magazine,0.85,False,False,False,False,False,,1524
https://dronexl.co/2026/09/01/darpa-lift-challenge-2028-payload-doubled/,item,204,DARPA Doubles Lift Challenge Payload After 5 Of 76 Teams Scored,200,dronexl.co,dronexl.co,False,text/html; charset=utf-8,DARPA Doubles Lift Challenge Payload After 5 Of 76 Teams Scored,1.0,False,False,False,False,False,,263
https://www.dvidshub.net/news/574002/honored-division-week-1-army-west-point-football-wears-10th-mountain-division-patch-helmet-open-2026-season,item,1091,Honored Division Week #1: Army West Point Football wears 10th Mountain Division patch on helmet to open 2026 season,200,www.dvidshub.net,www.dvidshub.net,False,text/html; charset=UTF-8,DVIDS - News - Honored Division Week #1: Army West Point Football wears 10th Mountain Division patch on helmet to open 2026 season,0.95,False,False,False,False,False,,328
https://www.defensenews.com/global/europe/2026/09/04/us-to-seek-back-payment-from-europe-for-ukraine-aid-trump-says/,"item,report_appendix",7;weekly_2026-09-05.md#48,"US to seek back payment from Europe for Ukraine aid, Trump says",200,www.defensenews.com,www.defensenews.com,False,text/html; charset=utf-8,"US to seek back payment from Europe for Ukraine aid, Trump says",1.0,False,False,False,False,False,,325
https://sam.gov/opp/f745a4886795460b832a5bc67682d242/view,"item,tender",1862;16,Sources Sought (Updated) - SAM.gov,200,sam.gov,sam.gov,False,text/html; charset=utf-8,SAM.gov,0.38,False,False,False,False,False,,842
https://dronexl.co/2026/09/01/greg-reverdiau-drone-hiring-pipeline-uav-expo/,item,199,Pilot Institute Warns Of A Drone Hiring Cliff In Two To Three Years,200,dronexl.co,dronexl.co,False,text/html; charset=utf-8,Pilot Institute Warns Of A Drone Hiring Cliff In Two To Three Years,1.0,False,False,False,False,False,,156
https://dronexl.co/2026/09/01/fcc-docket-26-189-comment-deadline-2600-filings/,item,197,"FCC Drone Deadline Is Tomorrow. Fewer Than 3,000 Comments Are In.",200,dronexl.co,dronexl.co,False,text/html; charset=utf-8,"FCC Drone Deadline Is Tomorrow. Fewer Than 3,000 Comments Are In.",1.0,False,False,False,False,False,,247
https://en.globes.co.il/en/article-israel-and-finland-extend-defense-cooperation-pact-1001553800,item,94,"Finland and Israel have secretly signed a memorandum of understanding (MOU) for defense cooperation until 2034, the Finn",200,en.globes.co.il,en.globes.co.il,False,text/html; charset=windows-1255,Israel and Finland extend defense cooperation pact - Globes,0.39,False,False,False,False,False,,333
https://www.dvidshub.net/news/573982/ten-sailors-graduate-nmrtc-jacksonville-emergency-medical-technician-program,item,509,Ten Sailors graduate from NMRTC Jacksonville Emergency Medical Technician Program,200,www.dvidshub.net,"www.dvidshub.net,www.dvidshub.net",False,text/html; charset=UTF-8,DVIDS - News - Ten Sailors graduate from NH Jacksonville Emergency Medical Technician Program,0.91,False,False,False,False,False,,468
https://www.dvidshub.net/news/573987/water-rises-lakes-purpose,"item,report_appendix",939;weekly_2026-09-05.md#131,When the Water Rises – A Lakes’ Purpose,200,www.dvidshub.net,www.dvidshub.net,False,text/html; charset=UTF-8,DVIDS - News - When the Water Rises – A Lakes’ Purpose,0.87,False,False,False,False,False,,340
https://dronexl.co/2026/09/01/droneresponders-eric-talley-award-greg-whiting-texas/,"item,report_appendix",195;weekly_2026-09-05.md#122,"DRONERESPONDERS Honors The Texas Program Behind 100,000 Sorties",200,dronexl.co,dronexl.co,False,text/html; charset=utf-8,"DRONERESPONDERS Honors The Texas Program Behind 100,000 Sorties",1.0,False,False,False,False,False,,159
https://en.globes.co.il/en/article-irish-remove-elbit-fog-landing-system-from-govt-jet-1001551286,item,135,A new executive jet purchased for €53 million for the Irish government will not be able to land in fog and hazardous wea,200,en.globes.co.il,en.globes.co.il,False,text/html; charset=windows-1255,Irish remove Elbit fog landing system from gov�t jet - Globes,0.31,True,False,False,False,False,,334
https://www.leonardo.com/en/press-release-detail/-/detail/22-07-2026-lockheed-martin-and-leonardo-sign-agreement-to-pursue-strenghtening-mro-services-for-the-c-130j-super-hercules-airlifter-across-europe-and-mena-region,item,220,Financial highlights,200,www.leonardo.com,www.leonardo.com,False,text/html;charset=UTF-8,LOCKHEED MARTIN AND LEONARDO SIGN AGREEMENT TO PURSUE STRENGHTENING MRO SERVICES FOR THE C-130J SUPER HERCULES AIRLIFTER ACROSS EUROPE AND MENA REGION,0.14,True,False,False,False,False,,900
https://arxiv.org/abs/2609.01390v1,item,175,Multimodal RGB-Infrared Combination for UAV-Based Wildfire Segmentation: A Comparative Study on FLAME3,200,arxiv.org,arxiv.org,False,text/html; charset=utf-8,[2609.01390v1] Multimodal RGB-Infrared Combination for UAV-Based Wildfire Segmentation: A Comparative Study on FLAME3,0.94,False,False,False,False,False,,257
https://www.edrmagazine.eu/%e2%96%ba-ready-for-duty-ford-general-dynammics-land-systems-and-ricardo-join-forces-to-develop-next-generation-mobility-for-the-uk-military,item,68,"► Ready for duty: Ford, General Dynammics Land Systems and Ricardo join forces to develop next-generation mobility for the UK military",200,www.edrmagazine.eu,www.edrmagazine.eu,False,text/html; charset=UTF-8,"► Ready for duty: Ford, General Dynammics Land Systems and Ricardo join forces to develop next-generation mobility for the UK military - EDR Magazine",0.95,False,False,False,False,False,,1608
